district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_total,pop_white,pop_hispanic,pop_black,pop_asian,pop_native,pop_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
SC-02,SC,2,315273,110814,188669,309480,115913,187943,360989,139826,215368,360464,131673,223514,732095,488758,48554,162545,18353,16326,1225,574203,398777,31578,119341,13284,12055,815,82333,97688,98324,92861,87131,94027,91567,58599,29126,50573,102006,9001,136469,44121,48457,9469,99275,26971,12098,18713,20858,11265,12260,11676,12275,13040,11394,11961,22481,27570,38908,22261,17365
SC-03,SC,3,288003,89083,184023,285439,94795,185320,341714,118143,217599,347038,112318,229319,730715,516009,61300,120391,17620,16503,1117,576366,423282,40116,87117,13317,12500,745,82606,96488,103779,90723,85460,92969,88551,59801,29848,50247,97224,9245,133151,43814,61544,9343,92981,27268,13583,16729,18129,12691,13136,13761,14558,13802,13067,11784,22227,29517,37476,20932,16873
SC-04,SC,4,291701,91380,188149,289403,96163,188331,350654,118819,226652,362319,113177,244556,730924,495525,55771,147640,18566,14969,963,562713,395483,36163,107199,12958,11142,613,92370,97418,90754,92933,92973,97607,90078,56676,25714,51974,88139,4951,151682,39376,59139,6665,100706,27123,10693,17185,19610,11959,11807,11830,11844,11842,10961,11440,22486,28222,39290,18084,15563
SC-05,SC,5,305465,120201,173492,303238,125140,173470,364167,151218,208184,368110,144784,218539,730945,453665,37549,205816,17785,18189,836,562573,363138,24106,151042,11990,12801,546,88751,97047,86546,92976,95994,97296,90445,59399,25229,52472,86648,3401,156669,40701,57785,6640,100652,26607,12496,18596,21804,12657,13137,12297,12363,11071,12224,9661,20946,27148,34382,21032,16561
SC-06,SC,6,312756,200503,103359,303119,197850,102030,350205,228879,117473,328335,201714,121620,731274,260332,37282,413501,15337,11676,1564,573362,217885,25260,314054,11301,8776,1063,84609,100972,107014,92792,85821,92253,93099,54782,25512,49874,71934,5127,155707,38048,63854,6479,103442,21031,17977,13031,15014,14387,13861,13954,15171,14459,11719,13541,24013,27164,33301,10975,26257
SC-07,SC,7,281734,101017,170234,290060,110194,175803,363400,140388,218530,397001,141004,251430,731580,491052,50010,156696,16515,16968,1473,583789,411214,32326,114332,11817,12501,998,77728,88993,84977,88611,86418,96311,111593,76736,27318,55130,88198,4661,168741,36707,51406,6776,118960,27027,11036,18870,17712,10445,12585,13540,13616,12092,12124,13059,23682,31067,40023,16500,15494
SD-01,SD,1,370111,117466,227731,370598,135916,230319,422609,150471,261043,426390,145799,270651,886667,705583,38741,26307,18489,98842,1642,669255,556081,23855,14956,12406,60618,1033,119122,121809,117036,116196,97795,104265,112141,64699,37279,72002,123313,6821,176062,38604,43062,10123,119000,37591,12855,24253,26048,12452,13265,14251,14508,14089,13529,15433,28468,34196,52841,22713,14690
TN-01,TN,1,277258,53956,212555,274279,61006,208816,334238,72176,256908,348673,69806,275391,767411,681633,31207,24691,8330,19227,1035,615935,556265,19480,16804,5999,14971,685,76822,91253,95053,86969,93949,109302,107256,73102,35479,44528,75797,6057,203900,31574,69815,8260,112515,25759,18641,15126,14562,18766,17457,16348,15634,15369,14706,14724,24500,31887,38581,13292,18292
TN-02,TN,2,294453,91216,185572,301133,108879,185927,360836,130438,222960,370162,126725,238114,767470,622739,42696,60048,19692,20725,1082,608453,507809,27088,41276,14504,15840,707,83802,96273,109875,97743,91563,100327,95253,65873,30555,47335,109936,10227,151837,47725,45927,12217,106699,32779,13306,20361,21955,10592,13044,12608,13323,13004,12126,13260,21710,31366,41954,24438,15339
TN-03,TN,3,288815,82878,192020,291074,94397,191311,348130,111324,230571,360904,109183,247078,766893,593428,51142,84976,15464,22241,995,606720,484178,32207,61259,11355,17072,647,84472,94353,96910,96587,93766,103614,100512,66644,32607,47838,94006,6382,166170,37707,62446,9661,120591,30070,14699,18573,20097,12368,13423,13190,13852,14284,13246,11725,24919,30304,40961,20374,14454
TN-04,TN,4,290855,85540,188340,313049,109207,197086,384361,138696,238338,402089,136118,260083,768583,577328,54675,83091,36125,16360,1248,574030,444781,34968,56945,23894,11938,797,97435,112296,99224,100669,111521,103127,80656,47346,20371,40507,150204,9346,110941,57849,28652,11869,99397,32994,5228,24456,33862,4934,6791,7071,7282,7811,9280,8938,18786,25177,38861,41247,8000
TN-05,TN,5,262895,155223,91200,278609,175818,92348,326779,209050,107754,306049,189840,110048,768358,410114,110620,199117,37935,16130,1300,610438,351486,73329,147050,28801,12686,950,91691,86972,132651,133590,92769,89674,73776,41021,20300,32293,147122,13189,114023,58359,51197,17448,95424,31449,9692,21933,24382,9188,11194,10886,11769,12496,13308,13201,25371,32388,43442,33444,16894
TN-06,TN,6,269222,58695,201157,267439,64461,198538,330450,70408,255063,352159,68415,280426,768720,668935,39621,31231,7467,20072,863,602860,534456,24324,21653,5224,15378,558,89461,95975,97030,92723,93691,103969,101763,67173,31717,36651,62698,4626,221374,24714,80020,5409,104094,25632,17048,15524,14170,16168,14922,14775,14659,15045,13328,14175,24906,31576,39920,10984,16955
TN-07,TN,7,254431,68066,175663,257834,77488,175279,321334,91110,224258,339667,88750,247071,767978,592216,50721,91233,14131,20270,2630,585691,465846,31789,62364,9634,15000,1570,98121,102987,106028,104849,95655,97891,89834,52902,24183,48769,77024,3657,190904,29884,54507,5746,111318,29601,10586,19022,19127,11658,10316,11427,12131,13332,12131,13594,24020,30158,42857,13752,14404
TN-08,TN,8,309126,86220,212976,297980,87316,205505,354686,103454,246156,340715,92562,244536,766982,556127,28043,150964,15125,15649,1005,595707,443931,17483,110656,10304,12010,713,88937,105064,88305,88717,97012,104850,98531,64259,30822,37687,78878,5881,194262,36475,59316,7629,107770,26187,15351,17853,17777,14093,13247,12784,13381,12077,11689,12490,22951,26360,37777,20928,15877
TN-09,TN,9,260972,188901,63442,249420,181428,62508,292175,217055,70467,243524,174866,64118,768445,197726,70462,470763,24414,10762,850,584639,169544,45049,346730,18675,8166,618,106943,101213,119730,107756,90243,89276,83897,45806,21456,31578,93736,7032,144988,44097,58271,11249,111498,22761,17661,16719,16277,13652,15464,15550,13724,15145,12937,12637,24166,28144,33025,19521,24424
TX-01,TX,1,284456,70048,205881,276914,71193,201641,325367,86232,235293,328177,78394,246910,767792,461095,130154,146439,12072,22419,1127,585031,371856,82667,106672,8535,16704,774,99089,109377,98449,95820,91711,92187,94951,57039,31939,45916,75252,3811,159008,27275,67490,5561,127940,24211,12999,18009,18566,13285,12280,13581,12626,11734,10597,11079,21539,28575,36783,16459,16561
TX-02,TX,2,265338,60102,192856,279615,71180,202855,343042,94825,243501,377840,102478,271591,766375,464191,196660,54595,33015,23475,2004,566166,364523,127584,36471,22864,16754,1315,104218,117584,89182,100667,108444,96327,84427,47771,20464,40200,125743,7369,114433,47972,48126,9067,109004,26740,5047,24018,33887,5754,7930,8028,8491,6859,7733,8235,15956,22628,33246,49185,9122
TX-03,TX,3,244440,106752,122808,270187,132213,131042,333562,174422,153444,332870,163260,161742,766011,350073,147980,108408,147291,20277,1958,581585,286645,102117,77364,104025,14875,1285,90407,108152,116774,119432,119884,97602,64132,34625,16471,37818,163390,8712,79947,79338,33621,11098,97822,30681,5670,23993,34738,4948,5999,7091,7551,6778,8801,9230,17378,24615,36872,53737,10702
TX-04,TX,4,263798,53606,200677,272201,62059,205446,333814,80354,249163,379987,91155,285013,766818,519140,132769,73645,15873,29665,1435,576602,411957,83414,49825,10954,21457,926,101698,110447,91112,100545,98778,99641,91176,57449,27941,44486,88346,4645,157255,32584,60564,5000,127660,29883,9331,22812,27112,10094,10363,11154,9692,10250,9312,9782,18041,26638,36286,25054,11677
TX-05,TX,5,192324,107846,77287,199177,116682,78295,233276,140365,89542,217603,120137,93140,767242,181192,366652,161023,54069,25260,1271,558859,154272,243499,113749,41292,18427,891,112543,122516,111446,102761,97257,92983,70090,35961,16325,33427,65329,3517,130647,25299,107187,3675,100882,24466,8166,18112,17579,7024,10394,9919,11498,11560,10884,12260,20860,27253,34403,14822,10533
TX-06,TX,6,255779,80487,160324,290365,105750,177663,368846,146513,215981,427387,159073,258833,767156,445195,127476,84841,92600,23097,1748,545595,334933,81314,55236,60557,15602,1103,110201,129946,75438,111282,132683,106928,66463,39327,15962,41488,170043,6520,84694,68524,29148,9783,99871,28943,3032,26945,42073,3624,3864,4071,5359,5576,5925,5712,12590,19132,30524,60412,5058
TX-07,TX,7,274931,150129,108979,290404,164413,119275,337120,202190,129948,315777,182659,126513,766645,346762,193051,124696,96774,16422,1680,613956,294058,143656,95028,75161,12366,1124,92565,73007,135163,145705,99464,83591,71191,40041,22937,27966,182230,20293,61982,92972,44456,39017,75125,29457,10200,20786,27600,9304,10889,12213,11845,10693,11720,12132,22005,30425,36860,75034,18448
TX-08,TX,8,248297,62850,174930,250709,68324,177478,300132,84981,210599,316167,80098,232917,767660,445072,176005,108864,22318,20405,2050,607962,370454,122834,82899,18222,15480,1332,87042,108993,136664,99002,90055,89387,86767,50989,26379,36495,71018,10149,157478,29544,75351,5075,110116,24102,12770,16287,17485,11335,13706,14601,12368,11504,11160,11747,20670,25864,31258,15848,21596
TX-09,TX,9,246561,131393,105939,271113,148069,118152,334752,188366,141795,349004,181794,159100,767526,221340,208605,190353,145577,15169,1307,558873,172182,141238,136567,105070,10678,924,106760,120082,87123,111191,117039,94858,77431,42484,15699,36089,134471,11860,97449,65851,48881,13832,93041,27241,4162,24956,35836,4423,5783,5364,6763,6112,6504,6702,13958,20187,32668,47277,6825
TX-10,TX,10,291202,120197,150602,332549,152997,169897,409127,198877,201825,438046,204778,224560,766945,485090,151191,40229,75108,20908,2261,575669,383954,100943,27084,50233,14982,1489,95603,109111,75970,108215,120372,102790,82490,53532,22201,38976,177484,13271,80332,77748,24797,16723,99576,32350,4674,27995,39173,5090,4508,6270,5232,5374,6836,7064,16341,22209,33584,67486,7166
TX-11,TX,11,299461,54171,234180,306422,60170,240897,365659,75587,285113,387362,75552,308290,767186,521853,183551,31244,11466,23709,2378,602790,432331,124529,20881,8099,18031,1563,86821,106293,96082,88802,85543,96066,104743,72743,39937,42765,95473,5292,158466,36316,61332,6638,125373,28485,11258,21202,20792,11414,11883,13065,11531,13620,12977,12518,23421,28966,39482,21956,13329
TX-12,TX,12,270215,80097,176623,283236,95503,181378,340109,123563,211114,364458,133123,226471,766742,452226,177771,91789,27583,24648,2184,577930,363849,116354,62048,20059,18042,1391,99489,113799,100104,105618,98061,95875,80928,47128,22309,40160,110389,4999,129828,42828,47295,8274,117208,32485,6924,24578,29447,5741,7377,9293,7923,8460,7942,8702,18852,24944,35851,32247,10155
TX-29,TX,29,166394,93851,66660,164978,91915,70088,199011,106886,89645,183473,87096,94377,766669,138283,513495,94705,20248,22066,1083,557865,116183,355186,68244,15665,16277,757,115761,126461,113001,102222,100639,87738,68391,34866,17007,32852,44855,1778,143711,13426,134805,2767,91422,22905,11078,14303,15500,9891,11669,12801,12918,12971,10980,12060,21009,27049,34072,10463,12989
TX-14,TX,14,266455,91108,163129,274576,98958,169606,330661,123023,202311,332434,116519,211223,766443,393274,222103,92290,47369,21083,1425,584778,319948,151722,66013,35335,15673,950,95838,108224,100610,104936,101043,100992,86360,48159,23712,49956,109410,7730,123195,39688,56395,8695,121202,30917,8370,23787,29487,8806,8668,9970,10373,9382,8901,8906,19179,25882,37177,36994,11606
TX-15,TX,15,161139,109003,45612,161755,101582,56943,202775,118163,82632,201276,97373,102026,766786,49291,700640,6726,10457,10990,375,540660,41750,486057,4375,7842,8119,238,124643,140743,117794,97133,96023,74360,59739,40412,21891,24234,66407,2846,108984,21998,131931,4378,84372,18581,14855,11897,11190,14107,14156,12465,11456,10545,9200,8919,17487,22745,25431,9744,19539
TX-16,TX,16,199104,135227,52253,206374,140110,59839,244363,163570,76994,230200,132146,94595,767113,93985,622543,36921,17885,19287,3008,576087,78008,459675,25094,13045,14588,1949,105538,117536,126814,104661,92711,82997,71421,41434,24854,42074,84081,4362,115484,30943,91104,6316,105607,22326,15310,14841,14921,12832,12635,12928,13160,10724,12389,10925,20621,27920,30491,12615,20008
TX-17,TX,17,211323,74159,126032,219915,82156,132665,270161,106026,158977,277503,99406,174575,767161,375516,190385,164244,28597,24519,8066,573092,303818,125521,111641,20591,17714,4928,107813,115810,130001,108118,87966,81212,72884,43543,22642,48862,76605,4886,129007,30755,52546,6546,126380,24687,11932,16914,17552,11820,11924,12520,12998,11532,12036,11597,21336,28081,37174,15271,16151
TX-18,TX,18,196206,157286,32870,199886,158799,37705,243721,192303,48663,228162,168393,56799,767496,90532,297388,348392,34554,18231,2364,565453,76153,201598,259111,28566,12884,1711,108832,113760,117023,122795,99204,84812,64514,34297,15784,32428,72765,6933,136879,30313,91947,7177,103402,22848,14646,14813,18409,11907,11687,11789,13026,11202,10795,11484,21033,26245,31832,14666,21777
TX-19,TX,19,238637,54625,173178,232869,58565,169407,274133,71745,198213,272885,65412,204795,767751,365088,309741,59052,22901,23108,1259,574989,297203,208643,40581,16727,17324,767,106925,115975,123564,102835,87986,81656,77537,45223,26220,36602,73722,6148,137645,27093,81693,5636,107299,25746,13782,16206,16794,13645,12867,14840,13158,12720,12849,12351,22539,26534,37585,16236,17515
TX-20,TX,20,199954,137430,52361,202249,140478,56866,246304,172094,70482,219737,140500,76046,767199,112371,576817,60999,21190,22400,2350,582803,98122,424129,44178,15799,17373,1576,103562,113617,121602,116367,94934,87632,74670,44318,24872,35541,57762,4152,153049,24485,111918,5265,110921,20322,18447,12627,12350,14252,15329,15788,16586,15062,13072,13162,23000,29959,33876,8986,22799
TX-21,TX,21,287824,103169,168021,307659,120864,179360,376929,159466,211473,392653,157009,230326,767872,372374,286982,62840,39831,22574,3434,588305,304490,203146,44047,28058,16892,2313,93582,103570,100355,112065,104129,94158,80149,51650,23358,46276,136706,8414,104107,60174,34081,14420,114254,31557,6189,24531,32409,6454,7598,9451,9896,9048,8960,10186,21780,26371,42668,38108,9973
TX-22,TX,22,185846,101962,76068,198246,109534,84836,248534,138001,107142,231611,113858,111249,766088,165287,295250,158618,146668,17764,1300,555898,128727,204593,110595,110059,12722,825,114301,118446,106377,111464,112615,89645,69118,32250,15538,35733,113212,7418,99959,43729,89548,8786,85176,24420,6831,17539,22991,6854,10160,11181,11158,10621,10043,9342,17297,23621,29739,26585,12235
TX-23,TX,23,203923,58284,137508,200790,57156,139837,243738,66924,173505,238632,57829,178440,766660,281015,427041,37796,13421,19152,1711,562425,223556,295502,26147,9338,14065,1093,118408,114383,110351,113051,90183,80919,70159,39011,20704,36424,66723,2677,135090,22721,96691,4132,106747,27181,11621,19028,22516,9796,10307,13214,10338,9977,9882,11412,19826,26091,35069,22507,15145
TX-24,TX,24,280476,89609,175259,297381,108779,181355,357687,142427,209163,362546,139101,218168,766990,443161,154590,77359,74709,23050,4019,569696,349840,102186,50604,52208,16564,2599,102411,111575,90778,110195,109768,104861,77037,41070,16950,43134,147351,6162,100812,57494,33737,9356,109071,31824,3867,25020,32737,4390,5481,6260,8077,7318,8143,8049,16144,26494,38054,50043,6649
TX-31,TX,31,181296,105840,63531,209996,133292,70413,264288,170965,87558,280266,170439,104351,766777,241923,389582,91165,40711,25035,4195,573881,203785,266493,66506,31182,18898,3627,103430,114160,124725,134639,108450,83763,65212,31815,14254,31377,103153,5008,131367,38459,84664,5711,102657,29897,8255,22610,26398,7698,7959,10343,9612,9521,8983,10994,21180,27300,40635,21083,13677
TX-26,TX,26,169470,100591,61642,174296,104057,66758,211799,125922,83080,191364,102463,85613,766306,124590,458679,127287,56845,25052,1396,558668,106207,315607,90431,45068,18227,949,112057,127562,115949,113804,99691,91606,66827,33745,11971,31442,72679,3296,124232,23336,129638,4725,88728,20953,9908,14967,17719,10060,12314,12679,11893,10947,10505,12610,20102,24752,32938,15795,14765
TX-27,TX,27,278623,71166,198541,278303,71460,202654,331518,86420,241238,343405,82235,258285,767428,393440,281776,69794,12479,18446,1258,590989,325400,194250,51662,9063,13888,816,94366,106086,95978,94886,89536,95983,96249,61846,31048,41945,74652,2926,171710,24616,75227,4784,119940,27754,13519,18950,21059,10675,11423,11621,10862,12063,10592,11134,20522,28837,37333,20550,15186
TX-28,TX,28,180996,116185,58755,175690,102405,69927,219051,113473,103315,210046,88675,119792,767536,71597,681077,7145,4651,11147,643,542739,58606,472951,5019,3388,8177,422,126845,135985,113304,96792,90514,78336,62591,38729,22065,28346,49642,1457,124095,15841,139589,3095,81297,18701,17327,13652,10766,13023,13008,13537,9378,10979,10076,7719,15475,20900,27942,8702,17772
TX-13,TX,13,280533,44913,225778,285952,50714,230327,344953,63390,276915,375776,64799,307821,766801,546062,141313,41038,13465,28471,1652,588896,437766,92605,28447,9315,21052,1085,93205,108118,98033,98522,94743,97578,94861,58881,29523,46522,87940,4740,160949,31802,59789,5941,125321,29857,10906,21187,22882,10335,10690,11261,11093,10904,11682,11248,19886,28518,37073,23943,12843
TX-30,TX,30,234082,178243,48900,243804,186592,52543,286321,221776,60997,261312,189148,67734,766817,128869,258402,343997,35555,19701,1329,568098,111043,173057,254181,26791,14336,925,109112,126322,112698,108712,104942,93112,73935,37741,15415,34712,87343,4334,127687,36960,85216,6154,110613,27115,12338,18766,20424,8693,9997,10935,9955,9686,10591,10606,21179,27298,34867,19808,17194
TX-25,TX,25,187323,117346,61206,194756,126545,63866,231881,153663,74635,216407,133931,79118,767507,183953,325930,211527,43023,19892,2463,568468,159314,218904,151954,33042,14815,1620,110760,113705,128540,116444,94355,87670,64920,34794,17355,31988,76055,4827,130759,31221,106236,6184,94824,22903,12117,15859,15262,10941,11920,12715,14834,12122,13520,13705,22391,31165,36237,14758,14511
TX-32,TX,32,303600,145167,141352,322786,164480,150688,369436,204248,159032,348405,180129,157821,766304,417569,142706,96349,98025,17752,1447,611444,351040,101389,72494,75852,13486,1018,86802,84293,120520,120982,94628,93434,77462,46294,25658,30978,186064,12237,62679,86715,35201,29716,81304,29023,6999,21258,32817,6057,9375,8768,8879,8924,9339,9636,20675,29127,37239,67503,14351
TX-33,TX,33,186074,110569,67282,197161,122667,70067,232450,149092,79826,215781,124773,84702,767116,180029,381454,104078,96730,23366,1472,583768,159249,267528,78718,72448,17469,1084,107911,106481,128677,126469,104760,85934,64856,30953,15062,27816,109878,6316,105272,49943,113063,10619,78846,29689,7512,18804,22410,7084,9857,10365,10434,11278,12436,12378,23962,31571,41764,25754,11657
TX-34,TX,34,191468,110942,72717,190518,104719,81971,232902,125332,104582,228438,107066,119217,766094,120765,609727,21086,13648,13328,1041,565073,102204,434961,14911,10265,10147,708,111433,122971,115491,95566,94440,82375,71755,48926,26606,37382,63708,3581,133307,23210,112083,5251,95062,20016,16447,14364,13294,14556,13845,12843,13275,10978,10941,10193,19172,25434,31764,11787,19259
TX-35,TX,35,212431,108096,91111,232603,125339,101192,293991,165455,123743,315813,165963,145344,767945,218537,419781,92440,42202,22685,3644,564528,178950,289956,63529,30006,16442,2337,112299,118883,119956,119064,98786,84923,65075,36039,15449,46314,98830,6248,112789,44052,53931,9979,108602,29470,6884,20737,24078,7435,8124,8733,8608,8168,9347,9506,19265,26789,37891,23800,10714
TX-36,TX,36,270083,79568,183441,263139,77620,181906,310086,90854,215717,306574,80350,223929,766233,434239,149270,151593,17678,18218,834,582180,349016,97925,110543,12965,13694,576,101353,109050,102567,97281,93616,94537,87477,54993,27453,43196,62788,2951,175382,21249,75596,3768,121356,24046,14466,17773,20198,12391,13606,13424,12130,11585,11603,11154,21016,26322,32376,17915,17867
TX-37,TX,37,319580,216971,77852,347013,251695,84154,395741,294056,92683,364622,262160,93200,767846,414153,196298,63634,83631,20314,2135,626601,354047,148935,48415,64935,15892,1536,78058,79831,149453,152687,109997,81164,63636,33270,15574,32905,199963,14439,67161,88712,29991,19295,89667,35034,8421,27648,37771,6565,8595,8951,8795,10236,10854,10579,22782,32361,42028,56128,17729
TX-38,TX,38,253766,88877,152711,271081,105077,160407,333179,137732,190731,340529,135860,198777,766469,335465,216882,127499,79007,20977,1890,558298,262554,144651,86577,56298,14788,1309,119478,119330,88450,115887,109943,92880,72379,38387,14592,40505,137541,6314,99299,53468,37466,9073,107680,29261,4139,24188,33143,3531,5908,6314,5836,7820,6162,6845,18518,24155,33547,43155,7855
UT-01,UT,1,290425,62856,136620,315027,82143,217835,367137,119409,230821,369344,125270,232121,818232,647413,108747,16541,24766,18177,9349,571291,462781,67795,9667,16389,12185,5221,130069,138691,127004,115650,102441,79079,69510,38887,19923,47840,110172,5921,119064,41235,28380,6736,125998,33990,5359,25204,26753,5490,5524,8090,8583,7531,7620,8822,19000,26328,40886,26198,7807
UT-02,UT,2,267850,39677,168123,306417,55909,236128,376567,82248,279931,409685,93498,306246,816960,668425,87112,9166,15166,30416,10824,553333,462130,52856,4833,9046,19899,5758,141640,148369,110933,111240,99082,74564,72154,50224,23403,56271,101021,5746,118169,35876,30479,6834,129388,33081,6571,23866,24016,6207,6957,8152,9137,8595,8235,9611,18947,26724,38590,20315,8181
UT-03,UT,3,279498,135642,78397,305232,161347,131106,352670,212638,126373,324094,195290,119320,818009,506966,195935,28448,49235,23399,24373,617372,405925,130437,17652,36766,16584,14789,107194,116838,140228,130989,103324,83902,73287,39870,20721,45066,117388,8971,127647,45842,52680,12213,115459,32111,8557,25229,28169,7593,7359,8567,9893,9530,10177,11269,20774,30724,43366,28496,10024
UT-04,UT,4,293602,72501,132091,328119,95647,219036,391302,145987,228014,384668,148165,225395,818415,642551,101118,12973,35921,15242,14701,582055,467164,65522,7727,24080,10106,8729,122277,137288,154293,104614,100379,77005,65406,36223,17108,45756,139960,8837,77493,50598,20924,10787,111168,29026,4024,23256,31767,4362,5602,5925,6295,6733,6037,7580,15370,21126,35251,41445,6812
VA-01,VA,1,399580,160954,214848,390444,172399,211510,446830,204174,234467,473093,219617,245432,785163,533731,47956,135306,52883,16451,1412,610617,428939,31080,101741,36789,11826,909,91222,104340,87215,101417,103545,106829,98787,62003,32710,43504,143819,10394,123115,70179,39110,13807,104826,34807,5873,29190,34030,6959,7523,7622,8597,8618,8909,9843,19000,28158,38170,45343,9469
VA-02,VA,2,343118,146133,175014,323616,152453,165270,382468,187153,186942,387560,186671,194255,784462,474150,69109,167301,65140,19459,4004,612716,386112,46301,123541,47351,14019,2736,93019,96381,114458,113041,95248,98392,89620,51741,25401,54483,125386,8309,117097,59897,33551,11444,121236,34689,6382,26433,31375,6055,7892,9022,8501,8975,9323,9703,22620,30219,39594,36529,11064
VA-03,VA,3,330767,212247,101634,296807,199420,92728,356905,243019,106823,343894,227892,110104,784308,296147,57300,393543,33797,18483,3259,608161,247687,38710,291383,25235,13540,2158,100533,101572,127572,116075,87712,93261,84748,48687,23945,50381,92844,6198,142707,45075,47642,8679,126450,31679,12299,20520,22947,11788,12127,13584,12932,11933,12296,13043,24924,33233,42088,20101,18799
VA-04,VA,4,369098,231736,119283,348804,226519,117071,412088,273073,132341,401306,260181,133855,785255,350063,70004,331623,25648,15966,1760,631976,300321,47318,256865,20279,12165,1233,86218,93834,118741,112507,88992,100327,96891,59242,30539,41697,109312,9282,150331,53781,60452,11472,114824,30757,13522,21541,24683,11964,13155,12993,13086,11410,13283,12439,23247,30890,40985,24763,17177
VA-05,VA,5,386698,162356,203923,375736,165829,204324,438855,198147,232800,450301,195404,248276,783744,544871,35730,162967,24617,15433,1229,631161,448149,24050,127744,19102,11527,787,81458,102427,107547,94958,88710,106097,103849,69363,35320,42653,103981,11882,163706,52813,56837,11130,104638,30859,11941,21489,27057,9955,11391,11149,11864,12560,10701,10805,22102,28538,39680,29088,15185
VA-06,VA,6,350953,127262,201981,332495,130226,196613,391349,155342,228129,403172,156979,239424,785533,617293,51730,75316,26505,15561,1095,631548,510238,34188,54340,20900,11662,731,81027,106539,117679,94824,87579,100562,96310,64226,35507,41723,92584,11614,175465,45001,52451,9835,98714,31268,12385,19191,20814,11640,13292,13641,12736,11917,12408,12362,23797,30773,40333,19905,18573
VA-07,VA,7,336217,163125,153145,326556,169505,151364,394428,210816,175582,406851,208349,188707,783707,395959,143675,175188,61672,20898,2782,583578,315148,94314,123670,42699,14650,1773,102919,114671,99467,109012,105830,108220,79457,44383,18572,40430,120109,7867,118997,67088,46073,8810,103422,29512,3764,27501,38465,4049,4779,5094,5442,5087,5964,6576,13968,18962,32119,53272,6559
VA-08,VA,8,364911,264114,74974,339872,255062,77443,392167,301795,81931,393016,287087,93018,784550,389495,156299,108108,123923,15586,1883,622453,326168,111530,83758,95164,11637,1374,91625,82766,113155,137055,110900,97989,76666,44722,23446,25688,174123,22347,61625,135806,40724,38867,59039,32540,5366,27059,44723,5731,5345,6284,6195,5240,6413,5826,14255,21075,37365,94558,10342
VA-09,VA,9,373555,96408,263596,347314,94397,249519,411843,109457,297066,415806,105282,306534,785059,657816,21924,82888,7211,14304,812,634791,539682,13998,63870,5037,11008,529,76429,89853,86292,85008,93649,114926,117486,81860,40735,57406,72388,4085,206879,31491,79968,5377,119227,26833,20498,16239,14914,18370,17311,17422,16057,15498,15012,13629,25633,31903,39126,13008,20074
VA-10,VA,10,334597,168698,143931,332881,183352,143579,401407,231823,161940,409483,214120,182770,784114,417643,142048,78279,136940,15554,1755,575038,325080,93907,54421,94087,10791,1114,106572,121766,88279,107091,125417,104803,69921,40877,21306,33791,153780,8747,91812,89087,42276,13690,80071,26738,2686,22686,39421,3691,3409,4421,3718,4694,4843,5611,11338,15648,28017,79321,4946
VA-11,VA,11,393258,248440,117114,370168,247893,114624,432184,298769,124409,418806,272196,131722,785498,383830,112594,83626,198744,12376,2105,603015,309455,78918,59870,148445,8918,1416,95091,105088,99511,107734,110833,106237,83401,50128,22616,30110,177834,18560,60150,130389,26733,25659,62306,27121,2929,25468,45249,2624,3220,3453,3484,4313,3808,4900,8862,13915,26571,95715,5925
VT-01,VT,1,315067,178573,95369,327892,190376,121430,367428,242820,112704,369422,235791,119395,643077,573201,15504,14422,16182,16900,725,524482,474146,11113,9038,11665,12780,518,60286,77696,84981,77123,73843,88570,94856,57875,28586,39344,111614,9939,126697,57539,26587,12438,74875,28004,10742,20972,23226,9021,9529,10123,10552,9383,10143,9806,18378,26478,35676,23548,10277
WA-01,WA,1,345748,190287,127949,388172,226737,155040,439597,262763,162251,424586,254116,154199,769610,530242,94608,32506,73492,35364,8322,615366,445563,61930,21626,55959,25365,5583,81850,87500,110773,103872,90469,93094,103054,66442,30665,58048,118323,8756,123654,50662,39901,10852,132077,35641,9185,25667,30815,9113,8366,8888,9535,10319,10614,9594,21802,29921,41467,33988,12047
