district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-22_total,comp16-20_dem,comp16-22_dem,comp16-20_rep,comp16-22_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_total,pop_adj_white,pop_adj_hispanic,pop_adj_black,pop_adj_asian,pop_adj_native,pop_adj_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
NY-05,NY,5,372796,157502,200441,335557,336600,164398,146162,165279,187626,426014,198288,221562,420258,174220,240778,775498,548619,107000,32729,82318,7654,767,619375,454593,75699,23563,61127,5450,572,81878,92994,90138,86390,94516,119778,102224,60495,39858,46844,142365,10401,115101,89437,37284,27159,79893,27209,4167,22929,40142,4314,4966,5549,4660,4192,5048,5230,10072,15773,25539,81023,8281
NY-06,NY,6,256482,219223,32188,226316,196456,198002,163506,26252,32062,283938,238029,43780,258287,190820,63378,777058,76763,162824,415528,117111,19213,3173,610608,62465,121293,329941,90780,14945,2543,91585,103333,113269,103662,98822,113447,96281,52106,29077,46281,96202,3400,170023,42006,84807,8703,101677,25897,8613,19548,28604,5721,6234,8239,6859,7251,6759,8097,15065,20368,29738,33098,13999
NY-07,NY,7,247596,232701,10044,224982,190448,213446,178141,8562,11109,271468,252390,16919,242446,213464,25217,776201,69738,133329,567797,34261,11899,1760,616234,57896,100332,451620,27090,9305,1374,89249,87265,116788,119365,96427,98783,87360,51652,27358,42506,100745,4191,171791,47300,83412,7207,90233,25927,18217,19541,22021,12384,12062,11073,10940,10510,8868,10638,19820,23788,34338,25551,24379
NY-08,NY,8,271021,245498,16186,255115,238913,231791,214248,15788,22108,308491,272562,31955,299647,252166,39309,776142,355482,173947,185088,73573,14047,1956,625969,285128,137691,150264,61588,11230,1615,97928,76755,144677,169994,100243,74568,55120,37063,18971,25909,180728,10551,86817,94225,68707,26609,57418,26369,14393,22454,33227,9839,10518,8924,7446,6966,7009,7730,14128,18374,30043,77614,18905
NY-09,NY,9,201890,174841,23121,171465,141385,149586,115436,19961,25053,216923,175231,39954,184621,125350,56996,777827,72788,445003,270601,54660,23426,3122,590432,61405,330785,202811,41330,17532,2304,103201,107439,116796,106433,90709,94558,71118,40721,23299,39945,63779,2280,140558,26055,127195,4219,82973,20142,26018,11994,13877,13802,14379,12908,11202,10951,10220,10534,20613,22273,28581,11888,30610
NY-10,NY,10,201711,177861,18840,172676,143572,152631,120531,17109,21791,218187,179032,37030,188052,130237,54634,778201,88598,456972,201728,78410,29084,2445,603812,76705,345574,151009,63742,21924,1865,93226,96299,110082,124467,101574,91967,69003,39394,21173,36305,78145,3451,143882,31996,137545,6783,71365,18728,24534,13414,16714,14317,14299,12269,10684,10140,9584,9175,18167,22646,29260,15990,27025
NY-11,NY,11,239120,85019,146619,211956,212137,92469,72928,116096,137522,290386,101886,185316,269301,75671,189597,777213,503062,94076,28865,145281,7589,1045,598731,395115,67535,21314,110980,5588,794,100704,96464,88865,95830,92727,97677,93407,60388,36653,37365,117546,5353,148495,62631,68333,13313,70338,25238,12665,19260,28720,9381,8713,9286,8813,7528,8531,8314,15496,20402,30668,40760,12658
NY-12,NY,12,306674,218603,77655,274864,257297,203999,181339,66603,74028,334621,243931,87383,324402,218667,103733,777422,296788,194625,238542,59324,12905,1399,608557,242027,142640,187560,43191,9617,1059,88641,100560,94927,95870,103222,109124,89432,57017,38264,38205,126258,10677,112006,84038,64976,28499,74679,25964,10108,19285,29322,7907,9055,8165,7162,7410,7668,7898,13678,19466,29972,67242,14510
NY-13,NY,13,321548,130609,174878,292134,290682,137174,126137,146926,161448,364495,160230,198297,367648,150009,215576,777620,566451,96652,61551,34049,14042,1050,583504,435551,66502,43656,26040,10300,725,102000,111993,101032,86471,87942,104252,92254,57591,33187,51651,95525,6519,143943,57370,50641,11672,89368,27012,9603,20336,27939,10172,10411,9222,8681,9037,8784,7655,17247,22009,29536,40084,12046
NY-14,NY,14,324444,199485,110048,301153,291696,197782,186897,96219,101778,363992,238564,120017,364545,227298,134487,776533,431443,183296,120894,41963,15358,1148,608223,357547,127713,90253,31219,11261,843,84147,100455,100100,94393,95318,107472,97744,59235,33572,44448,120664,11363,119191,79490,54322,20589,84690,27664,9041,22272,29886,8614,8370,8563,8222,8323,7274,8049,15119,21615,32582,56053,13222
NY-15,NY,15,255472,190035,55103,229636,215565,176778,157318,47010,55650,293569,215598,73866,279022,185296,87315,776653,360454,202761,53075,160464,14645,1883,648466,313408,160130,41933,131563,11547,1456,76265,65910,107316,136094,101287,95866,79419,52423,32208,34903,160154,15891,110548,89129,61205,28969,64491,32116,9196,24190,35586,7844,8875,8582,8314,7955,7062,8126,17086,24807,36913,62570,14391
NY-16,NY,16,198575,148088,43201,177224,161921,137872,117728,34991,42303,225516,165306,57089,207298,130184,71796,776053,243067,194023,101152,250304,17347,1709,612502,203978,143258,74925,197567,12808,1393,83006,85127,100885,112866,97671,93380,78100,44993,29769,26817,122808,6086,112249,57190,118372,15987,53544,21445,18003,17536,22524,10944,10897,9956,8596,8576,8621,8266,17083,19258,28448,40541,18316
NY-17,NY,17,324238,275446,35714,293915,272635,251333,231133,35336,38112,336866,290436,41552,328854,269202,53041,776438,490310,99774,59734,125514,7693,2750,689770,443104,85366,50074,108805,6504,2503,49998,49599,125231,142154,89580,87624,77380,61269,35171,14905,227272,26468,40429,136786,27795,57504,43710,30105,12089,23677,39882,8243,8714,7215,7367,7106,6387,7294,13890,19420,29590,135607,22178
NY-18,NY,18,319077,188991,109590,293586,283592,185594,177291,97342,101955,352199,226776,117236,340947,213167,123183,779042,499995,59506,145405,61810,17316,1625,624640,426211,40743,99324,46317,12668,1136,80743,104908,124726,99423,85105,96214,93679,57521,33412,59060,106448,13638,123366,69886,47610,16855,83158,30777,13905,23710,27251,13494,11979,10878,11973,11805,10550,11073,22472,28938,38222,30277,20121
NY-19,NY,19,270698,241229,21279,238082,202557,213505,176969,19493,23464,281807,242217,36375,249874,193758,52019,777949,159487,377664,242750,53548,21959,2500,633025,140961,293912,194888,44941,17221,1982,85247,88551,135350,130123,104574,98556,82570,49287,30885,33021,119326,13816,118212,71650,113857,16419,86802,25269,22432,19580,20824,14581,13743,12908,9516,10442,12113,9745,20921,26598,34074,32010,27795
NY-20,NY,20,349636,143236,180853,322332,325598,150687,146527,160928,174384,397288,185428,203497,396488,178742,215410,778791,676011,31850,26496,16633,21469,926,625728,552339,21521,18562,11629,16018,618,80133,91083,91630,95581,95114,114139,109371,68934,35296,71040,100338,6594,171758,59763,48624,9820,95197,36244,11520,24444,30769,11226,11759,11571,11299,11226,10751,10974,23032,29990,44930,28184,11958
NY-21,NY,21,342831,137972,180727,313087,309002,143510,134428,158385,170115,379418,169535,200807,377136,167845,206036,777564,673342,30000,29552,22250,16807,1038,625493,548153,21173,21024,17661,12451,741,78303,102406,105408,89687,85171,106273,107444,65581,34394,69308,85255,12836,163557,56040,47045,9366,89998,32445,11097,21943,24068,11801,12263,13321,12485,12475,12273,12426,23867,31662,43059,21495,16395
NY-22,NY,22,319940,128174,170820,295619,291981,137432,125420,148698,162687,364991,161579,195575,359183,154321,203201,775589,649860,35252,45854,24681,16753,1356,611926,525106,23611,30571,16930,12162,883,88045,98466,103471,96362,86496,103744,100832,62685,34644,72702,86662,6223,164865,50750,47531,8189,96503,33411,11914,22349,24756,12075,12294,12482,12542,11647,11846,12455,23236,31567,44427,19725,14747
NY-23,NY,23,336135,136930,186777,298459,301311,143141,122305,150385,176605,385385,165515,214807,378200,139517,234068,774887,531281,95578,54951,88240,7094,906,604349,424117,69157,41508,65687,5245,697,94098,97739,88858,92083,93316,106265,101108,59949,38100,42844,136662,9102,126183,80726,42020,18425,80735,26248,8229,22007,35607,6058,6629,6252,6098,5608,5611,5886,11300,16348,25109,67896,8971
NY-24,NY,24,358172,142474,194095,330097,327488,150917,141359,169948,181905,402063,182088,211710,404450,177780,223677,775711,624956,64105,44511,25779,14686,1074,627051,517663,44843,31407,19546,11025,757,74394,101297,99017,86849,89804,114026,110289,66516,37751,62046,102040,8362,163000,63911,45443,10934,91528,31386,10334,23007,29569,10413,9860,10161,10428,10207,9538,10797,20154,27647,37880,37588,11723
NY-25,NY,25,201975,140784,55385,171302,157044,123735,101154,44585,54610,234156,153585,78153,208633,108546,95625,777505,148905,156169,59024,406366,13393,2277,635352,127894,122047,48068,330975,10299,1863,79786,78937,91195,105346,94426,106565,98078,61110,38232,45234,121386,6979,137301,55377,107852,12986,67560,25813,9163,19914,26308,7944,9875,11133,9806,9254,8141,7939,17683,22521,33192,28292,13436
NY-26,NY,26,301865,195888,96278,270470,253696,187884,162759,78747,89136,336966,224624,108301,326892,191647,130634,777795,276780,261663,167794,76878,16420,1039,603412,233197,186687,130123,56338,11888,775,89743,103766,101345,97314,101965,109476,86381,53217,32640,41506,112475,7764,124752,67312,75468,21737,78680,23723,4442,22397,32654,4864,4572,5114,4582,4681,3961,5514,9674,14932,23299,62800,6994
OH-01,OH,1,384969,130849,235288,,359053,,125890,,224975,427708,163332,257233,431833,164585,262860,786622,652702,25270,50442,38593,16100,1262,603597,512541,15838,34365,26117,11727,786,94531,109249,91640,99817,98939,105895,97016,59081,30188,48461,124174,10246,137860,67962,33133,12889,101675,31801,8498,24983,31294,9327,8981,9816,9401,9780,8996,10346,19581,28797,41929,42266,10483
OH-02,OH,2,343594,151336,179057,,307229,,140996,,160018,362400,160689,196807,349327,147353,199319,787553,584746,22826,148791,13569,16441,937,615432,470310,14520,106005,10818,12353,596,93238,103759,119386,104099,89952,99515,94710,54295,28740,44881,83407,6411,187888,40086,63802,10111,95909,26065,21645,18251,18088,17065,16956,14739,14948,14034,14102,13672,22938,30229,38519,18106,25198
OH-03,OH,3,338744,231812,91602,,311536,,216003,,89064,361407,261001,94934,338167,238628,96066,786664,400096,52488,277820,46836,15466,1277,612317,341419,34667,191945,35459,11478,920,100405,103386,140469,126859,93512,85203,74296,40187,20252,36931,125148,8223,129384,54386,47586,12676,102201,29737,14681,21223,22279,12891,11863,13730,14000,14404,14408,14310,26016,32801,42390,24032,17773
OH-04,OH,4,352898,126882,208516,,327906,,124576,,195893,394173,154924,232764,388253,148315,236119,785686,634196,34227,57758,42462,15309,953,604148,500524,21840,38689,30138,10963,617,96748,103481,99673,108753,103138,103231,90020,51829,26838,44957,113081,7477,169328,50567,37772,11597,103269,34678,8276,24320,27564,9311,10583,10175,10150,12530,12659,12198,23101,30920,43684,28209,10866
OH-05,OH,5,363839,146153,197831,,328424,,139704,,180026,397104,163121,227599,396423,158881,233848,786968,644756,60004,54867,12577,16322,803,617934,521908,38704,35661,8835,11970,550,89038,103629,100738,90917,93984,106293,103122,63458,35472,54923,87938,5329,190619,39123,42086,7162,112448,31749,13499,21111,22294,11554,13553,13662,13063,13247,13115,13233,24872,33464,43774,20856,16272
OH-06,OH,6,370174,156091,199198,,330279,,147962,,174774,390245,162245,222691,371162,144710,223404,785868,632555,27615,98574,8246,16859,796,627278,521309,17788,67513,5734,12134,516,85657,94316,97677,88614,90781,104697,111501,71471,40427,51501,76896,3220,225846,32961,50234,5519,110146,28124,18941,17204,16316,15623,17608,19111,16080,15747,14602,15489,26298,33968,42347,12305,21185
OH-07,OH,7,387710,157019,213600,,356536,,152244,,196019,429820,185312,239185,419801,178761,237494,785668,687681,28698,27347,25374,12559,784,625368,557251,18918,18167,18367,9205,548,85449,96467,88946,92867,93799,108265,109578,69726,37785,48154,124442,6402,165846,56023,36207,12481,107042,36269,8406,25331,28948,9433,9727,10998,11075,11322,10530,11464,25561,32343,47617,31965,9594
OH-08,OH,8,378020,144981,216494,,344525,,136955,,200225,405805,172618,227233,394256,166675,223906,787345,567078,41029,127988,34205,16457,1602,605745,455649,25156,87209,24651,11916,1035,96839,106760,100324,99796,91134,103029,96950,55225,32542,45107,113848,8134,163111,47043,40895,7735,99971,33775,8746,24559,27981,8099,10951,10913,12650,10854,11308,11123,20995,29086,41826,27559,13889
OH-09,OH,9,373284,155210,198186,,330750,,144099,,178611,390280,165156,218675,378372,154118,220777,787363,601914,54118,104286,12995,15426,1302,608781,482457,34226,70641,9366,11247,800,96300,103472,99389,96887,91927,102085,101424,60756,32527,58010,84219,4513,187271,36894,44332,6931,114476,32712,15085,21014,20014,12323,13000,15497,14360,14429,13425,14084,27053,33050,43710,17481,17904
OH-10,OH,10,379718,148174,215036,,341441,,136807,,197092,400540,164416,229853,387832,156012,228363,787193,589121,25410,134010,21090,16655,1203,611656,472290,16467,94088,15220,12363,824,94334,101393,101985,97017,91386,102193,97356,66253,33847,54067,88771,5109,172497,45478,44221,7302,121985,31115,15503,21995,22484,13622,13715,13336,13949,14713,14208,13619,24970,34134,45513,19353,16216
OH-11,OH,11,358513,285291,63354,,316341,,249343,,61393,358115,283150,71207,319686,249311,68068,786777,313889,61706,377210,31829,12267,1115,621605,271330,42760,279250,24484,9217,796,88594,94154,118659,106637,88506,97995,98920,55377,32738,42726,95333,9988,151564,49686,62141,18266,114405,23826,26201,15723,17537,20114,17280,17820,17759,15347,15501,15500,24867,33230,36290,21099,33515
OH-12,OH,12,360279,117992,225688,,336903,,118037,,211694,409635,143875,259651,412964,143955,265486,785760,672684,17307,45670,29987,15770,824,603014,526656,10769,30604,20065,11311,531,93255,107652,91748,94037,104565,105749,98953,60816,31380,48291,105866,5764,181545,48244,40163,8971,99966,30300,12335,21940,27028,9974,10399,11151,11677,10347,11237,10989,20932,28653,38902,31625,12279
OH-13,OH,13,355674,154444,185557,,323236,,147464,,168004,386608,170625,210406,377910,162304,212333,787193,633515,19795,91878,23528,16415,757,614723,508490,12259,63305,16169,12073,485,91124,97322,99173,96525,90867,105645,103937,65495,34943,45941,94341,5406,188679,39230,57067,8324,109718,31160,13934,21200,22170,14123,13333,14226,13314,13476,13153,13687,24465,33187,45788,20319,15660
OH-14,OH,14,386934,158054,211468,,356375,,153800,,194025,429531,183854,239972,422800,178199,240965,786787,679363,24913,43577,19517,13988,728,626918,552611,15711,29801,14157,10197,497,82689,99804,96361,89319,91554,110133,109482,68894,37195,45946,111871,6694,177468,51061,42215,9389,105910,33854,10473,24579,27910,10038,11452,12019,11946,11676,12260,12375,22758,29989,43901,29757,11889
OH-15,OH,15,345823,129876,200130,,313082,,125944,,180349,377009,144847,226624,376231,141892,231108,786001,659839,25902,64274,16495,18355,838,609046,524147,16405,41741,11544,13424,571,91216,104594,100741,103455,97789,105090,94539,57167,29761,45483,86428,5571,196951,38082,54550,8896,101618,32310,14096,20721,22318,10818,12519,12840,12270,12341,12883,11200,22572,28543,40436,20862,15886
OK-01,OK,1,295222,97934,179882,,284651,,103964,,169458,320366,121871,190281,314995,120247,188086,791871,453790,109570,91759,33959,116914,2236,597950,372186,68384,61502,22946,78222,1352,105837,111069,107524,111045,97361,93321,87144,53003,26251,47744,110413,6285,137483,39647,50806,11650,119645,30509,11088,20595,22676,10177,11545,15095,12057,12530,12998,12509,25554,29937,40087,25572,16461
OK-02,OK,2,301291,68868,219041,,285375,,75339,,200814,321517,72000,243615,325621,69690,250807,791871,478909,44111,38478,9256,231916,1962,609272,398595,26431,25892,6194,154864,1109,97970,107077,99356,95830,92016,100468,101224,68696,35054,47044,70716,3439,201923,25045,70707,4302,118568,24270,17436,14790,14230,15658,17200,18779,15058,14393,14211,12924,25224,30829,36428,11689,18916
OK-03,OK,3,266306,65688,185731,,249978,,69526,,171362,279059,76638,196075,274858,73264,196545,791871,476024,160404,54778,16917,94321,5410,594875,385075,100974,37103,12279,63107,3082,106872,116646,115164,106542,92155,90967,82981,52421,28787,38776,71905,5027,174854,26449,76092,3964,109771,25100,15655,15769,16015,13600,14351,16445,14064,13590,12614,12753,26087,30414,37396,12005,19004
OK-04,OK,4,289633,84987,187332,,277041,,91675,,173857,312061,104031,200483,311317,101422,203949,791870,506779,79628,83688,28547,105607,3321,605586,411298,50555,55508,20758,70078,2151,95917,112221,122840,108213,93455,91434,87696,54547,27915,41243,88355,7141,164263,36760,49998,7380,123511,28970,12088,21044,20894,11379,12257,14454,12492,13024,13519,13074,26024,29966,42097,16517,16329
OK-05,OK,5,300540,102898,177150,,294570,,111787,,170823,327696,129350,189826,339241,134833,196699,791870,491686,78218,113995,34935,85073,2097,603015,396700,49277,78904,25158,56921,1297,104124,106508,109443,112323,97082,93410,88679,55955,25954,42322,124350,7537,128631,49512,42090,14861,121066,29922,11327,21105,24257,10069,12764,13801,10323,11321,12924,13329,23413,30124,42329,30007,15281
OR-01,OR,1,331642,191127,100907,,361722,,227332,,116479,393109,260600,119045,363824,239678,109251,706208,459074,107637,25489,90930,22174,8383,552037,378420,71816,16700,66271,16222,5665,77740,86705,93952,108359,100107,86603,77291,48075,25411,42908,144645,14255,83284,62459,30765,13832,105766,31589,5771,24282,34822,6088,5944,6809,8017,7171,8065,7947,16176,24906,35574,45955,8682
OR-02,OR,2,329823,125586,168489,,368482,,160989,,190212,402777,182013,208324,398784,178968,205860,706209,548151,89666,10486,17887,35255,4979,556658,449248,57895,6546,12390,25504,3156,77980,85728,84585,91964,87239,85787,95730,65537,30943,52124,92034,5611,127369,39195,44514,9997,131517,29214,9567,20446,22232,8579,10573,10039,9565,11536,11826,10730,21648,28218,41129,21866,11016
OR-03,OR,3,358440,275579,49241,,386419,,312213,,58002,413943,343045,59262,374318,308292,49817,706209,467135,77452,53874,82138,24436,7653,582110,402798,55621,38641,62942,19035,5357,66883,69379,100839,133570,109179,84722,73626,43259,19690,35497,163673,14163,78731,74989,35006,23783,99775,29094,11775,25647,31646,8401,8569,8943,8870,9499,9589,8850,18861,24393,37289,47881,14312
OR-04,OR,4,337543,138713,163975,,362414,,166277,,178364,391459,183339,196076,369926,167857,189510,706210,542750,85044,13652,22521,38128,4910,570550,454803,56392,8945,16874,28196,3326,71373,83944,98507,87130,78556,84667,98945,69868,34016,45948,80437,6974,134641,37220,46617,9720,136747,26423,13813,16497,16585,13491,14121,13653,13101,12483,13571,11767,21852,28732,39048,16988,17464
OR-05,OR,5,299528,126408,139358,,332591,,155022,,161124,364793,175985,176700,343744,159879,171462,706210,470628,147527,20626,35827,31022,8818,541436,384100,94218,12903,25619,22346,5684,86424,94408,91877,97654,89203,83688,86571,51108,24333,48682,84127,4346,123533,31068,55202,6677,126070,29979,7248,21195,23917,7653,9097,8157,8942,9351,8666,9705,18790,25379,34519,22758,8832
OR-06,OR,6,343056,144323,159666,,375439,,175481,,180857,406959,194908,198295,394796,186716,193679,706210,548420,81431,10565,25993,34711,4966,567861,456906,53452,6720,19689,25428,3331,70670,88086,92153,81314,82693,86677,103390,68671,32565,47831,89269,9395,126504,38100,41198,8190,134708,28522,11254,20231,23305,10952,10454,9724,10489,10577,10747,10643,21420,27352,37195,21409,13148
PA-01,PA,1,367682,175342,179661,,358274,,182682,,168868,416824,206037,206582,414004,193523,216256,764144,573136,60277,55809,64083,9349,929,605318,470442,40041,38692,46732,6766,657,80959,88645,85544,98375,91287,110832,102090,60806,33268,43446,120766,7670,174176,56697,41626,11373,85983,32616,7314,25287,33109,7040,8822,8892,8263,8406,8816,9073,17363,24626,35330,42720,10367
PA-02,PA,2,323683,276562,40546,,299157,,256448,,38699,337456,283227,51979,323835,261949,58178,764311,216232,180665,307068,69754,12204,1747,592214,189384,125263,226578,55123,9131,1312,99211,105529,114538,121334,92254,87844,81030,44735,23101,30987,91611,8209,158900,44638,83183,14528,83479,23061,21643,14761,18196,15533,15350,13320,13498,12028,10711,11416,21136,26080,34613,25578,25643
PA-03,PA,3,363885,322503,33700,,344103,,306636,,32713,381858,340986,38447,377552,328769,44008,764413,226005,40863,436044,61704,10906,1247,616384,204152,30064,329621,51624,8310,950,84570,89654,145974,128737,77723,83047,77419,41898,23949,33125,104897,12947,138139,60858,48979,18576,95087,27132,20427,15641,20329,15944,13290,13740,14103,11604,13372,11496,21833,29646,37617,25293,34133
PA-04,PA,4,400089,238435,147071,,404099,,251913,,145023,465316,295920,164820,472354,292058,175355,765087,558548,49597,76447,72123,8743,815,604086,457645,32478,54131,52653,6225,581,84757,95638,86129,98040,96541,105582,99059,58219,39152,38620,160487,16666,115156,88485,25216,23926,72111,30511,5562,25352,36259,5523,7428,7098,6404,8059,7101,7957,15843,22148,35544,68482,8473
PA-05,PA,5,379372,224814,139463,,379106,,232270,,138720,433090,275119,153143,443095,276036,162318,765273,527059,77676,93035,62187,9387,924,593481,428110,51701,65520,42941,6585,617,87466,108794,100505,99977,94231,98662,90461,53705,31969,33520,157797,16097,105940,82949,30904,19251,69437,28514,6588,24714,33023,5772,7688,7656,8241,8463,7151,8150,15627,21607,34496,62214,8568
PA-06,PA,6,339721,136613,188708,,333133,,145999,,179135,391779,170276,216223,403106,170403,228799,764819,567315,129282,46897,20737,12509,1299,595506,461749,84343,32320,14426,8744,902,87645,102121,90992,90743,94210,106653,95931,60242,35637,46496,101077,5855,187288,43822,55221,7971,79335,30579,7837,23718,28790,8372,9847,9920,10358,9496,9466,8999,19483,28009,39317,32467,10862
PA-07,PA,7,331611,144068,175633,,321626,,152250,,162085,381254,176421,200318,394072,174492,215455,764303,528884,158009,56328,24056,11448,1135,605560,443727,105553,38384,17612,8177,766,83981,100185,96241,93551,94195,101947,97116,61700,36394,52202,91940,7573,191029,40310,53141,8611,87187,29802,12027,21267,25472,10723,11757,12209,12359,11815,12030,11598,22474,27354,38872,24330,11377
PA-08,PA,8,352026,138879,200515,,346060,,152584,,185470,413048,177913,230157,427874,176573,247401,764228,607408,67376,59072,20242,13057,927,613758,502852,45552,41233,14652,9560,591,75331,93873,86352,86843,90188,115825,110152,70194,36877,53696,93841,5795,203862,47378,44467,7489,95059,32383,9809,22999,26467,10707,11834,10966,11001,10647,11111,10911,22138,28565,42341,23740,11182
PA-09,PA,9,331169,119392,199895,,321548,,133522,,180275,376792,148118,223808,384704,146998,233904,763969,640602,48795,46462,18141,11574,972,617149,531587,32153,31478,13423,8256,670,80338,92948,95975,96302,89274,102889,103804,65488,38768,54272,85625,6795,216836,35749,51230,8734,84004,29531,14055,19390,20005,14326,14002,14410,14377,13491,13462,12890,24292,30851,41484,17083,16030
PA-10,PA,10,342394,133446,194597,,337178,,143854,,184724,394217,166767,221671,409995,171075,234811,764423,559524,74469,97564,26596,13530,1047,597291,458156,47595,65469,19009,9699,692,87623,97649,95380,97283,89745,103413,99383,59826,33233,50437,91550,4920,198198,40740,48433,8185,89015,33921,8097,23882,26111,8953,10258,10521,11340,10902,11703,11605,22166,31996,44143,23467,13627
PA-11,PA,11,364639,140465,208537,,362741,,151730,,203022,422655,178809,238573,433322,181017,248297,765175,639509,46934,40144,30249,9080,784,593619,508014,30189,26658,21290,6498,521,91449,99927,89038,92244,89679,102813,99070,61462,38403,40318,112388,8242,173147,50882,54591,10433,78474,34615,6540,25985,30345,6637,8034,8111,9100,8098,8944,8719,18151,28152,38785,39060,8273
PA-12,PA,12,393771,260012,119492,,379847,,264263,,106168,425818,294391,126479,419418,290207,124740,765813,510169,24485,172540,47761,10908,904,628865,441152,17585,123937,37289,8093,618,77016,84613,119774,117761,83298,88284,97103,57521,36070,51184,134331,16638,137302,70807,29899,18893,85289,30536,17770,21114,25190,14774,14530,14966,13329,14267,12335,13213,24575,31342,40393,31409,23750
PA-13,PA,13,353538,95975,245441,,346508,,108395,,230399,407326,119990,282459,420047,124231,292005,765099,678319,24479,33807,14360,11588,833,616252,554568,16196,23808,10249,8429,526,80954,94755,91000,89743,91819,103764,105934,71938,41161,49742,85470,5223,236574,35730,46281,7236,83105,32296,12192,21454,21079,13041,12904,13283,13609,13881,13301,12994,24979,30924,43551,16676,12774
PA-14,PA,14,371049,139420,219729,,362953,,158531,,196264,426582,169955,252024,435732,170502,261688,765669,679563,13893,37764,17012,10914,876,621467,561218,9452,25722,11924,7904,551,79455,82973,85866,93325,90098,109112,112825,71741,40422,59785,115322,6068,201318,49290,34600,8963,87026,33230,12665,23644,28528,12526,12324,12633,12760,12219,12450,12309,21937,32085,42832,28619,14240
PA-15,PA,15,348710,109438,224927,,338115,,119210,,210092,392290,129397,257430,401860,131967,266190,764966,685278,19798,19230,25092,11327,942,621434,558548,14820,15914,19850,8337,688,77659,96163,108218,89165,88574,104451,102888,65435,36763,49627,82598,10265,222411,40396,47070,7218,73155,30332,12543,19327,20157,12610,13513,13481,13393,12920,12885,12098,23920,32410,41785,17576,13696
PA-16,PA,16,360967,132951,213143,,350891,,145132,,197144,407563,158876,243381,418659,159702,255426,765213,666588,20298,46189,14405,12214,637,611505,545216,12775,29509,9926,8789,430,80565,96435,91367,91649,86690,105458,109926,67010,37845,53773,99465,6392,208470,43240,39588,7553,83478,31832,14088,19881,21519,13891,14988,15231,13909,12460,12349,12632,23835,30820,40593,20130,14832
PA-17,PA,17,391385,137841,240245,,382660,,157020,,216684,444481,168273,270948,454110,171607,278404,765795,689278,12719,30919,16260,10586,597,619659,567490,8498,20090,10967,7631,393,75528,88650,81419,87965,87930,109877,117608,71010,42870,64162,115190,7418,189998,52451,26765,10828,90211,32595,11398,24007,28334,10923,13030,12177,12649,12208,11934,12905,22530,29656,43523,28806,11850
RI-01,RI,1,258104,117447,122990,,259611,,137375,,117111,291816,150886,135049,292214,141467,143490,548850,447429,42703,25456,23485,9313,809,448289,377161,28414,17242,17481,6625,544,53364,65120,66733,70276,64637,79997,77730,45725,25455,37821,86436,5263,109635,40418,31709,7753,78954,25685,7815,21354,24214,6664,6207,6234,6646,5538,5867,7504,13019,18830,28783,26418,7635
RI-02,RI,2,206040,135078,57553,,202033,,142697,,55341,225941,156600,64873,221140,143665,70908,548529,306621,139398,74469,24965,14044,1522,439305,265274,97574,53124,19465,10022,1111,56877,69306,86969,76817,61984,68339,63398,39177,22346,25592,79051,8992,97576,40393,50226,11519,59946,20683,11881,15274,18958,8461,8147,7497,7712,7037,7456,7215,13264,18524,27191,22459,12047
SC-01,SC,1,295087,120706,158147,,303175,,132473,,165325,370369,169452,194621,383866,167222,210710,730676,473866,62417,158832,20337,16563,1669,571511,389261,40572,114804,14383,11950,1102,83120,89638,91848,96401,87639,91028,94909,65663,28556,49189,117202,7432,123889,52797,39997,13129,107112,30996,7294,21971,24889,7647,9293,9488,9861,10177,9565,10679,19925,27787,40973,31373,12391
SC-02,SC,2,313835,131180,171773,,303896,,130505,,169140,354974,152009,198395,352574,138038,210021,731417,434773,40670,232234,10759,15207,1119,576240,355948,26432,175338,7764,11567,770,82756,93674,96560,89894,84664,96242,99497,62268,30085,54604,77180,6215,163717,33965,66740,6624,99645,25045,16323,14741,16378,14445,13611,13595,14878,13802,12685,12402,22450,27293,37206,15006,21254
