district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_asian,pop_adj_black,pop_adj_hispanic,pop_adj_native,pop_adj_pacific,pop_adj_total,pop_adj_white,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
AK-01,AK,1,318608,116454,163387,324817,135645,171369,357569,153778,189951,337780,139695,184410,61460,35454,49824,160287,18668,733391,421758,554003,340580,33441,23665,43407,105737,11184,101021,96682,108834,110529,88341,89719,84044,39766,15885,43357,93744,6419,140126,39645,31689,9589,121302,30275,6532,21713,29177,8396,6849,7122,7516,7812,9122,7900,16194,25350,37590,32596,10232
AL-01,AL,1,293420,64080,220085,262594,69874,190357,326343,79020,243221,333911,73358,256976,14424,126801,33476,23200,1247,717754,519198,557336,416674,21367,90582,10005,17360,838,84102,93199,81508,87027,88264,94845,94289,65291,29371,49349,77139,4391,161843,32844,59972,6845,109816,24667,14206,17079,18262,12698,11947,12986,11503,11874,11681,11266,21064,25112,36444,16972,15716
AL-02,AL,2,303364,163388,131758,267954,155103,110867,313181,174134,135348,290636,155184,131725,16843,364985,26535,14686,1172,717754,298335,558661,247928,17215,272023,12529,10700,748,88166,96294,103611,90882,83887,87734,86450,53541,26269,40028,72588,5108,154456,35346,63133,7988,100187,21840,18915,13693,13928,16782,15529,13911,13353,12744,13508,12137,21069,25994,29639,12223,23341
AL-03,AL,3,289677,79538,200498,258909,82568,173978,322821,93356,225352,316410,82862,230048,15755,156204,27470,16548,909,717754,502129,564595,405145,17599,116843,11992,12748,591,79875,94807,101333,86422,88319,93493,89069,58629,26079,45654,65873,6094,156663,31660,67539,6246,108680,24229,15942,16198,14946,13679,14502,11819,13466,12004,12291,10098,20488,26374,34251,12355,20973
AL-04,AL,4,297488,51956,236405,263025,57740,203153,326492,60120,262489,323861,52911,267661,6614,56723,57537,23226,836,717754,575711,555217,459881,33850,40112,4593,17274,538,84541,95867,90860,84556,87472,95627,89050,61908,30082,48893,61350,5182,164584,26078,76993,5467,104424,23836,15922,15146,15927,13709,14893,14424,11763,12149,12137,11061,21333,25676,35641,12156,16435
AL-05,AL,5,298086,92178,189897,278897,105895,168699,346248,122869,216421,353600,122382,224861,19813,138438,47408,27316,1583,717754,486765,560406,393794,29677,102735,14045,20338,1004,83343,92050,93888,93342,89735,99746,88391,52459,27672,40990,106941,7569,125428,53994,54806,6859,102350,26168,11160,20446,25883,11062,11906,11237,12754,10523,10706,10151,21517,25481,36677,27587,13180
AL-06,AL,6,319686,80052,225254,292780,94267,194563,355048,107240,241972,350771,104195,240772,17229,133963,39453,15924,841,717755,510804,552411,405521,25174,96958,12084,11892,572,87725,96600,84843,95813,95559,93441,84060,51618,25406,39538,114583,8027,125085,48139,41398,14078,98206,28759,8004,20302,25043,8237,8538,9547,9593,8923,9660,9032,18611,26354,36808,30932,11762
AL-07,AL,7,322103,198415,114732,291362,193443,95753,333149,212885,116367,295901,181520,110573,12099,387622,32168,10130,891,717754,278409,568540,235601,21974,295119,9661,7802,599,83308,98730,113147,89813,82767,84854,90457,49446,27160,41569,73778,6609,153666,32978,57339,9091,103086,18039,19920,14524,14789,16292,16206,14164,14525,13302,10909,12062,19853,26192,31211,13152,23561
AR-01,AR,1,274701,82710,178526,253353,73762,172730,286792,80516,197832,279751,73540,200849,7852,139921,29297,21046,1895,752509,551532,579039,438676,18103,97812,5576,16066,1079,92301,100473,92512,93618,89331,95994,94690,62419,32745,43000,58742,2853,199212,24745,69370,4323,113696,22574,20663,12847,12585,17197,18176,15616,15804,14338,13133,12701,24204,27568,33697,11223,18313
AR-02,AR,2,306119,120843,166843,294794,119695,166735,333041,140254,183964,322108,131691,182666,18424,166319,46673,23460,1008,752710,498838,582706,402756,30008,118487,13270,17665,677,90072,98739,104569,100257,90628,92218,89030,57071,28793,42773,100870,7632,149196,44479,42210,12273,108511,27794,12996,17644,20426,13737,14218,15589,14314,13462,12980,13495,22801,29296,37714,20621,18763
AR-03,AR,3,259373,82476,156678,252852,87172,157289,300274,110479,180794,316568,114236,193730,33269,31858,124073,45272,13592,753219,509829,566367,405651,78667,20163,23673,31822,7661,102363,106675,111125,106066,94786,88901,76137,48435,24031,34391,96020,6247,146488,41390,60754,9224,97527,27756,10626,17522,19539,9812,12340,11826,12249,12650,12399,11542,22409,28900,38988,25028,12925
AR-04,AR,4,290299,94416,182697,265872,84470,175063,298962,92683,198057,280797,81677,193950,9013,157870,56804,25836,1379,753086,503351,584161,406689,35224,115416,6220,19359,876,90401,100580,92590,87083,90726,96699,98068,66409,32134,39350,61805,3234,198979,24140,67321,4002,117090,22246,18007,12204,13080,16778,17047,16797,14674,14532,13514,13672,22377,28629,35178,9186,20773
AZ-01,AZ,1,371758,165645,181468,386991,183759,197016,462714,231828,225000,450734,216232,230237,48562,36781,129929,27711,2877,794611,555355,650548,479118,90167,26116,35636,19976,1850,75822,78769,101392,106026,96040,112349,104517,73186,41165,44803,179237,13277,92387,79087,35106,27271,119434,37252,8008,25044,35489,8437,9392,11835,9977,9550,11497,11594,21424,30219,43246,64841,14078
AZ-02,AZ,2,317058,130295,162484,331400,147209,176795,405642,183709,215674,416477,174969,237306,16397,25186,133934,187042,3240,794612,439262,628519,377323,92007,17206,12333,130920,2134,86071,105212,101064,92140,84255,93231,115134,86833,34153,52589,84598,7045,151873,39518,60771,7430,149291,27187,12442,19443,18341,11944,12868,14349,13147,11214,13417,12326,23636,31818,39760,16703,20494
AZ-03,AZ,3,170143,121424,36498,177299,131484,41808,229528,171012,54815,213222,147522,62762,29025,99476,497430,41416,4031,794612,155477,568035,135143,330596,67446,21438,29136,2605,117304,139149,138132,122080,107443,84915,56556,29377,12746,33069,55943,3153,137361,22818,129789,5114,95793,22470,11341,13984,14594,9286,9444,12729,11125,12264,11959,11272,25016,27838,37012,12761,15157
AZ-04,AZ,4,292378,136013,128842,302289,156461,138427,371378,201148,162949,347506,182893,159723,57732,59600,212504,38613,5715,794611,438281,628965,373705,145556,41594,45759,27295,3757,90077,98572,150857,118233,92894,91576,81661,50078,27687,49852,127485,9397,112468,54880,44097,9444,133086,34627,8453,24650,26290,9606,9562,10961,11274,12335,12719,12953,24790,34549,46369,27551,14894
AZ-05,AZ,5,293915,103832,166365,323023,127801,188978,417448,171318,239637,445025,175673,264571,61660,41770,141062,22476,4918,794612,532842,584092,411245,89803,26563,42047,14972,3028,101578,121097,82942,102048,112889,98239,80981,59780,27637,52782,134291,7988,109011,55009,28365,9647,124282,35602,3925,25734,37412,4597,5702,7089,6569,7621,7225,7439,17487,24310,38819,43151,8405
AZ-06,AZ,6,354405,155070,173737,368058,173479,187398,436083,214892,214586,440175,216024,219323,37198,41106,196567,28394,4976,794611,501707,642434,432642,136923,27963,27698,20616,3508,79766,87565,103375,92910,84411,89402,109008,93131,46766,54341,122720,13459,116809,64933,40452,13889,139223,33431,10153,23019,28845,10940,13228,13436,12353,11975,13699,13296,24883,32641,45687,28995,15098
AZ-07,AZ,7,236125,149723,70427,238567,156296,77138,296842,194849,97589,281685,170352,108028,23815,43752,475267,49322,3173,794611,226110,601175,197763,333554,29754,18143,35015,2162,102705,123682,139171,105752,91519,86371,81864,50455,25325,43500,65081,4925,134002,29881,101440,5217,118611,23148,15887,15373,14118,12546,14371,15343,14698,12858,13918,12990,23623,28773,36541,11171,19418
AZ-08,AZ,8,313776,116708,176019,327767,133741,187841,402270,171106,225569,392023,162183,226186,46829,50344,168012,26290,3572,794610,510902,628985,431740,113766,33748,33420,18558,2272,86188,92814,90802,97604,91980,98435,98373,83549,44652,56438,110125,6547,135644,50626,47453,9638,145614,35308,7286,23105,28026,9759,10461,11808,10634,10889,12068,12835,24374,30879,43366,27695,14019
AZ-09,AZ,9,255099,82457,156561,276953,98509,173679,363389,132281,225867,402472,137012,262106,29914,48379,237548,32296,4710,794612,456611,609223,379415,157245,31786,21156,22742,3165,97539,107789,95251,100891,98430,93541,102977,78972,35430,58492,78967,4002,161825,32565,63959,6247,153493,33328,8655,22449,24402,9512,10962,11302,11503,10367,11233,12459,23494,31876,43801,20023,12909
CA-01,CA,1,321841,170598,126522,316144,176887,131811,369547,212964,147017,341644,186164,144424,40391,20639,198815,46137,5841,760065,462197,605483,390785,138760,15539,29667,33831,4253,84924,94314,103504,96640,90449,94228,101751,68312,31489,53975,96660,5840,123660,35283,66913,12280,137578,28062,11297,21213,27257,9909,10753,11307,11262,10570,9974,10862,20068,25220,35647,30557,14721
CA-02,CA,2,360469,211519,123116,357010,220940,128430,417404,263170,144491,389315,236524,140558,46719,18778,112645,48674,4678,760065,533599,613701,447722,80105,15177,34026,35923,3432,77227,90190,82082,85857,94299,103227,110687,79402,38278,49587,130290,10839,108564,55148,44257,22334,131452,26537,11519,19224,27345,9783,10881,10648,10736,9562,10526,10489,18202,24021,34596,54821,14350
CA-03,CA,3,312846,158917,130674,323310,172191,143603,390775,217623,163088,366634,195637,158302,105091,54225,141407,27167,9177,760067,435208,600433,366223,98814,40084,75189,20435,6573,86087,90448,92989,104039,96692,95053,101259,60851,34026,54536,125518,7454,109122,49682,50589,16192,127769,28845,9290,21376,29819,8789,9524,9609,9418,9001,9554,9232,17426,25184,35430,43665,13484
CA-04,CA,4,294872,167192,107953,296680,172883,117615,361299,214496,138292,343934,191758,141847,89643,28171,236841,32572,6332,760065,384742,591002,322739,162279,18842,68630,23831,4451,87668,102439,112532,97914,86387,91979,89342,58787,31908,47950,99488,9755,108143,40294,67921,13242,118675,28832,8352,20583,29245,6606,7190,7978,8557,7891,7555,8478,16694,23231,35419,40548,12030
CA-05,CA,5,307542,117813,171874,314802,127196,182234,383759,159852,215543,362461,139201,214114,62902,24651,219949,38702,6805,760066,424499,599254,356309,152803,19657,45967,28642,5216,90502,100141,92441,97569,94902,95658,99029,63476,33833,53088,97117,6018,130201,32763,59221,12573,141402,29713,8136,22859,29102,7826,7900,8615,8635,8327,9613,9253,18608,24848,36764,33237,10574
CA-06,CA,6,267285,138060,110749,280074,149823,123928,357325,196529,151560,336344,176808,148595,115196,70555,169635,28618,11389,760067,386058,576315,314273,114231,48424,82961,21275,8149,95029,102450,99496,116392,96530,93108,79136,46814,26446,52586,115633,5749,110701,39580,47900,12714,127608,31879,7773,23807,29651,6701,8247,8225,7686,8117,8121,8324,16950,23985,36555,37019,10057
CA-07,CA,7,292191,164796,109416,302520,173292,123462,375056,220144,146476,346907,190078,145585,177508,82234,176798,26591,15425,760065,305712,586863,257777,121573,59436,131923,19874,11377,85320,105480,97103,106634,95301,98097,88954,54096,29283,51260,119136,7031,107045,40673,58453,15350,125339,28953,9039,22851,30373,7189,6983,7533,7797,7125,7207,8157,15270,23350,34419,41170,11653
CA-08,CA,8,276809,191499,69772,276068,192189,78798,343801,241492,94851,312348,204494,98040,160486,120878,238586,27671,12190,760066,233055,600387,201307,168167,93803,127210,21203,8712,87875,94707,101326,109127,98354,96134,91879,53525,27140,49753,108885,8245,117041,40763,67505,10539,125428,31175,6778,23271,31844,5515,5663,6362,6803,6734,7831,8021,14770,20494,35636,41344,10614
CA-09,CA,9,223768,135705,76029,225806,137572,84253,295299,183175,105771,268485,145369,114692,169287,104430,288030,28985,12567,760065,194161,567270,164929,195496,74526,125001,21038,9017,101932,114637,109794,108166,95565,93350,77737,43632,21793,48708,76526,3218,137518,24102,82232,6013,117432,26932,6519,20454,27687,5819,6874,7036,7322,6502,6857,6298,14307,20226,33071,30262,9013
CA-10,CA,10,332881,215821,96748,336412,220995,108548,413477,282092,122486,377829,246078,119171,182863,42013,151209,18956,7408,760066,374313,588180,310852,105421,29579,132198,14010,5218,85308,100173,78613,95249,107455,109824,86886,59486,33289,43554,166694,14311,76656,76365,36117,22241,95558,25356,5042,22440,37184,4189,4249,5271,4179,5470,4757,5369,9995,14742,25636,91168,8970
CA-11,CA,11,363048,312188,32219,350643,303687,40516,393710,339716,46188,361181,295462,50870,262605,52253,107106,14516,5709,760067,328242,664995,296850,87723,43691,227568,12865,4609,57219,50312,115866,161094,99957,89547,77135,51173,33480,28564,218034,20763,60109,106042,56532,33440,67512,22255,15248,20719,37308,7847,8149,7692,5760,5017,5917,5757,11797,14626,26864,118003,14268
CA-12,CA,12,326129,285851,21158,319532,286768,26646,367980,328667,31678,318372,269134,33869,186168,140008,179534,22904,7953,760065,249406,621080,218543,131521,111824,152734,19039,5745,75531,82165,115495,130886,102413,89585,77116,50745,26425,30617,157030,22080,78163,86143,61945,23754,80755,24425,10976,20148,31643,7524,8328,7214,7692,7336,6389,7704,13882,19817,29754,70393,14908
CA-13,CA,13,172949,99641,63356,171375,99354,68828,223212,128684,89225,207956,101626,100599,66468,38827,492863,38299,6456,760067,158370,535741,130366,323990,25596,47664,27213,4402,119003,130827,113121,105912,89232,82941,61540,34839,18743,30032,39146,1746,134010,10970,142051,2670,89231,19751,9055,13851,12777,8712,9271,9447,10649,9456,7995,8482,17062,21947,30473,13063,11905
CA-14,CA,14,261784,185055,61360,258241,183063,70114,327119,234592,85794,285585,186755,87473,341689,46588,177264,18647,14320,760065,185775,590385,159567,128317,35060,257177,14384,10868,87656,90046,87402,122419,109669,103016,78937,45674,26413,36272,155490,14485,95107,82603,55140,10922,86559,22830,4672,20168,35260,3278,4285,4403,4265,3807,3644,4183,8399,14843,24018,81119,6430
CA-15,CA,15,288196,222846,51514,287232,222303,60282,351206,272983,71576,305556,220581,74238,300594,28846,201867,16686,14175,760066,216763,609967,184078,150342,22421,241550,13137,10719,78166,81421,94407,117897,104231,103633,85924,51842,33736,38810,155622,20096,91134,69895,67232,18761,90343,22610,4609,19718,32789,4013,4777,4537,4678,4721,5333,4779,9694,15302,23779,86838,7123
CA-16,CA,16,323947,241413,63325,320471,238009,76177,378287,284912,85226,340107,245843,82146,254704,22413,151126,15561,5832,760066,322755,600046,271719,108504,16513,194315,12343,4350,82407,100433,87615,101906,104099,103533,85473,50292,34728,30995,151144,35083,60634,110972,44458,25194,67496,20316,5507,17112,31199,4316,4385,4559,4585,4028,4472,4591,8609,14079,21154,109805,6829
CA-17,CA,17,244152,181413,48738,241009,176885,59555,303008,221507,75429,264237,177855,74877,439749,22677,130456,13304,6348,760067,162408,605246,141380,95762,16976,345732,10198,4739,83334,79933,118150,141461,102203,92779,70098,38412,24237,34737,164201,26649,63922,134467,43905,12519,61834,21574,4200,19805,37936,2798,4399,3907,3491,3323,3454,3053,8109,11894,20924,107755,7916
CA-18,CA,18,209851,148302,49331,208317,146323,57991,267322,187853,73682,237448,148784,81233,95404,22198,500484,36070,5377,760066,143922,574921,126709,351386,16613,76233,27770,4019,103667,118665,115329,110936,99191,91405,69506,36771,21422,36054,74132,4301,112550,27210,133957,5579,91777,23496,6195,16490,23783,5110,6081,6110,5771,5974,6216,6776,12794,17335,28457,38145,6252
CA-19,CA,19,343793,228213,92930,344981,232602,105102,412422,283131,119846,376406,246335,116873,165500,26816,187658,23670,6972,760067,366442,609585,315206,133987,19782,127560,18784,5082,75365,97342,99423,94414,96046,100543,96571,62239,32402,49724,143363,14611,79585,70184,45872,16455,107369,25948,4581,21556,34809,4620,5605,6260,5974,6086,7053,6163,11447,17757,29286,72459,8242
CA-20,CA,20,254783,79369,161348,259539,87187,168038,330665,118319,204971,315433,103304,204989,59802,34994,288988,35798,3908,760065,358483,561841,288435,190350,23306,42887,25129,2673,106664,117190,99416,108163,89803,86253,78016,47675,23567,51302,80564,4111,116904,32007,63169,8645,128260,26822,7471,19391,26866,7342,8068,10039,7519,8801,7991,9361,16912,22511,34303,28579,11453
CA-21,CA,21,178879,103959,65153,179323,105267,71096,230879,137371,88586,201804,104262,92148,84378,48172,482325,35041,3190,760067,144585,537056,121795,320267,30925,58264,23342,2141,119826,126415,118202,109873,85456,79377,63824,38265,20870,39299,52111,2237,116188,17820,119910,4656,105931,19881,12619,13584,12554,10365,11385,11952,11124,10582,8862,9706,17832,23019,29665,12517,17121
CA-22,CA,22,148327,85332,54863,142333,82240,57476,189956,108930,76598,171160,81761,84855,45237,44414,563305,34844,2540,760066,107893,539701,91856,376753,33102,32908,21762,1828,127052,136633,127796,112636,93187,77565,58113,29678,15101,28934,34477,1205,129121,9952,156389,2558,87626,18153,12814,11064,10568,9816,10729,12381,10636,9659,11081,9648,17632,22759,25849,7416,12803
CA-23,CA,23,239572,93385,132767,232785,94992,133712,301409,128992,165463,276563,107871,161464,42800,80938,324842,34692,6021,760066,299755,575877,250726,223022,56034,32807,25439,4191,109108,116585,101987,106184,93322,88221,84602,47597,23505,43736,56246,3696,145492,25261,84395,5359,130381,25080,10840,15903,19332,8787,9851,10869,10489,9662,9556,9755,17419,24558,31294,18062,12790
CA-24,CA,24,324394,191795,110312,320590,195655,117989,378599,239698,129955,351365,214059,126370,56034,19323,294734,30452,4067,760065,378230,611943,330713,208050,15747,45092,23321,2917,81688,106648,129570,90499,82915,86880,88787,61330,32946,45438,113416,11528,85289,47072,68249,14615,108291,27305,8112,22417,29187,7646,6729,7384,6781,8788,8466,8538,14848,22293,33491,44384,12160
CA-25,CA,25,217741,122676,85098,214272,121310,89810,283332,162219,115733,270081,139917,124154,35419,38178,464876,33630,3625,760066,217879,579383,192870,325436,27286,26302,22373,2269,93198,107259,100254,98782,85993,85289,87313,64873,36098,39223,69540,3855,138061,28347,107657,7777,114298,24743,10947,17052,17907,11743,12610,11409,11449,10593,10736,10645,17168,22498,32918,21156,14265
CA-26,CA,26,309914,177503,114648,307045,178798,122414,377422,227110,142642,343374,193089,140597,83629,27666,317496,26469,4375,760067,325269,586171,273185,222823,19092,63090,19768,2980,89533,104500,97093,96734,94764,102126,86490,51447,30552,47104,118382,9940,95773,49042,74050,15518,100246,25441,5129,20797,30421,4593,5309,5247,5264,5874,5805,6707,13108,17349,28852,53203,8178
CA-27,CA,27,257839,145107,97256,257974,149226,103511,329919,193710,128922,296071,157992,129114,84756,91928,346015,27070,3850,760067,236158,573673,197152,243035,64943,64206,19575,2739,97700,116447,99112,103720,98191,100686,76307,39401,19852,43962,92138,5066,117614,33856,81434,6970,107989,25620,7441,20398,25437,5896,6044,7186,6109,7399,7569,6639,13495,18998,29365,33389,10687
CA-28,CA,28,288234,184398,87774,289825,186892,97684,368031,240596,120216,326776,199321,116646,309055,39703,210705,18006,3074,760065,200882,617402,173734,158745,30785,252396,14332,2296,73779,86013,88239,101163,103520,107106,92887,57682,39776,43429,149137,14235,99668,65199,69449,21731,88843,27891,8112,20032,31409,6364,7525,6783,7582,6788,7055,6817,13677,21033,30703,51709,11647
CA-29,CA,29,217818,167798,38126,212819,163487,45166,278708,205835,66753,239025,156032,75625,71093,41594,477560,29034,3035,760066,173399,594802,149431,354370,31306,57598,21631,1923,83426,94551,119597,119457,97864,96637,72326,37812,21384,35031,93628,2490,117362,24116,138286,6379,93627,23767,11124,16079,19727,8274,9225,9195,9180,7639,9382,8289,16025,20924,30609,21854,12978
CA-30,CA,30,309258,225759,66999,309244,230255,73616,382071,273452,101697,341501,233206,96623,115816,37865,178511,16574,2955,760066,421462,649328,370538,142712,31706,97701,13788,2280,61821,60704,110390,144505,106453,98149,82242,50171,31251,43808,190321,10397,93612,64738,58992,22240,98296,30883,17324,23831,30778,8777,11997,10338,9712,9609,8318,8749,18332,25442,39855,55091,18340
CA-31,CA,31,256037,157364,83888,253920,156452,92505,330596,203333,120410,291926,159433,123733,156798,35896,429185,27923,3665,760066,142414,599214,125262,318549,26640,127749,21377,2664,80602,100697,110270,100491,97731,100582,85499,47483,27024,42130,98989,4777,127033,35688,89396,6914,108272,24782,5909,20526,26614,5363,5971,5795,6470,6185,7205,6285,13113,19735,30202,30068,7823
CA-32,CA,32,322638,212185,93210,322600,214260,102635,396309,261121,127773,359671,219580,129616,117321,40523,189453,17071,3283,760065,405502,619152,345723,141119,31404,93552,13046,2454,77374,86618,103656,107252,104928,104006,89415,55865,33752,42503,165598,13848,85350,65080,48593,30749,100671,27374,6549,23646,32390,5670,7397,7368,7702,6523,6832,7296,14665,19645,31582,70426,12346
CA-33,CA,33,209314,130175,67605,205722,127720,73974,275681,170325,99061,248383,132778,108364,70671,94798,459436,30747,5113,760067,138544,555062,115624,316848,67659,52444,21173,3258,105254,120278,121996,110235,97766,86928,63302,31788,15699,36610,64930,4209,131458,28531,97363,6003,99790,25078,7623,18517,20957,5573,6889,7941,7410,7352,7186,7242,14743,21754,28771,21580,9073
CA-34,CA,34,198317,166571,20440,197128,165886,27208,253311,205047,42312,214522,156727,48089,142435,43195,497280,30645,3067,760067,82569,610534,75535,376198,34589,124324,26973,1978,80097,88776,132484,135860,102131,90890,72628,38391,25274,28266,103573,4657,111983,31793,167862,8861,82658,21619,18533,14877,17556,11091,11764,12508,11773,10927,10119,10084,19409,23624,32853,19664,19645
CA-35,CA,35,214097,131214,71126,214516,130644,79814,290094,176058,107853,260394,136333,116142,117674,58639,446255,29619,4817,760066,140468,577039,120955,319535,44031,89780,21377,3409,100056,114758,121461,112084,102803,95809,68248,35230,18107,40018,86039,5109,124122,30705,97535,5599,104254,25248,5376,18539,25284,5606,6133,6498,6770,5849,6440,7454,14098,21549,30629,27498,8325
CA-36,CA,36,358360,248098,88950,354858,249663,98302,421859,299632,113497,385607,261900,111111,161956,39243,126932,14593,4551,760066,420849,634602,365202,98080,30729,130379,11578,3485,72885,81060,99413,116848,99576,98522,83857,53071,35531,32644,205874,19859,53471,91705,25782,36674,75676,28258,6995,24511,38522,6262,7574,7045,6302,6828,5518,6046,14120,19609,31405,91843,15315
CA-37,CA,37,231849,204880,16919,225636,198574,23557,279706,239694,34727,235123,184949,42949,60398,193744,409691,27007,2855,760066,99490,592275,86465,298131,156977,50445,22198,1895,86239,102108,132477,120469,98338,88706,70216,34806,22607,29400,86378,6611,100441,35473,147141,10219,87622,21921,13656,14736,20305,10412,10423,11661,10644,9083,10163,8458,16268,20919,28478,25856,19523
CA-38,CA,38,239041,154188,72172,236170,149694,82082,305247,192239,106965,261693,142692,110315,196613,16889,450094,26207,3134,760067,101616,592018,86641,335136,10119,159257,19535,1968,83133,99774,104321,97187,100358,102411,83912,50907,29527,36501,95716,5166,123944,32382,123905,7935,93390,22582,7260,17508,22828,5734,6922,7237,7632,6639,6496,7474,14488,18525,26803,31057,8921
CA-39,CA,39,206876,126878,67779,201903,124249,73627,266320,164929,95580,235122,125176,102730,57765,81601,473263,31797,5566,760067,148509,560865,125727,328326,58340,44170,21740,3761,100369,124197,130879,110030,95468,87092,64102,34188,15814,35864,55424,4728,140135,22377,103713,4677,103045,24976,5161,16779,21387,4586,5811,6253,6325,6153,6857,6802,14395,19460,29641,19397,7956
CA-40,CA,40,301368,121928,163266,308060,130119,172481,397465,179744,210083,381054,161580,208158,103710,44617,243980,23671,6624,760066,359388,581307,294097,168281,31406,77859,16712,4492,97089,108691,92744,97476,102465,108409,83164,49361,25624,48169,119186,7210,107996,47238,46764,11561,126035,27673,3814,23729,32377,4142,4383,4879,4873,4999,4981,4838,12134,17083,28526,56206,7221
CA-41,CA,41,277244,170270,90662,273131,168119,99391,348655,215396,125512,310791,172644,128621,95336,41025,461976,30513,5538,760065,163158,590880,141516,341426,29082,74938,22929,3910,90601,100833,106631,107029,100509,97976,81156,44024,28504,44432,95835,4495,127926,36446,84245,7590,113829,25863,5852,19818,28619,5392,6272,6789,5948,6161,7244,6618,14660,19966,32404,32855,8129
CA-42,CA,42,313401,173517,119343,316371,180959,128471,388327,227988,151313,349656,192310,146354,111032,55354,240878,22928,7077,760067,343883,620533,301502,176811,42725,89548,18347,5402,71173,86080,113879,114978,97857,102398,85610,52521,30373,41485,151989,9576,84474,59142,67293,17853,116542,32666,8576,25261,32734,6892,8163,8472,8426,7217,9200,7728,16756,22703,37134,56310,12541
CA-43,CA,43,220096,185173,25041,211941,176300,32003,270712,218705,46038,223391,162810,53414,75741,201912,433512,27444,5906,760067,52450,569643,45349,307997,155908,60171,19946,4233,100331,106043,113001,108846,98346,93247,71160,35770,20461,32431,73391,2429,119225,23371,134817,3820,98966,23826,10145,16767,17634,7314,8815,8977,8858,8713,8303,8815,16103,22488,29975,18403,14187
CA-44,CA,44,210652,167919,32208,200517,157022,39667,261940,197434,58412,219761,145044,67751,81117,86054,535795,31427,8851,760067,60389,577278,54019,391215,63997,65567,23573,6538,94552,111242,116503,109691,101425,92086,74058,39448,20256,30946,64968,2279,125089,18233,155549,3396,96605,22365,8287,14945,18063,6999,8219,8675,7833,8497,8953,7969,15982,21671,28674,17079,9805
CA-45,CA,45,254163,147086,93147,257454,142659,110054,336493,182099,148046,300328,151753,139878,316279,26743,263412,19358,6717,760066,151712,603306,132700,190963,19128,255728,14321,5065,79338,97635,104090,95938,97655,101991,86605,49284,32413,41839,119235,6097,109184,37761,91939,9984,101464,24532,5752,20700,27748,4912,6229,6235,6255,5790,6194,6820,12901,17631,27903,34934,10420
CA-46,CA,46,203064,130126,60820,200578,127295,69223,260764,164307,90684,227530,128596,91799,119649,23761,486278,31768,5503,760066,132689,579828,116973,346791,15716,96490,24915,3751,93938,109392,126381,116336,96307,94051,67811,34789,21878,31035,82011,3743,118782,25523,132226,6235,96826,23768,6983,17753,22980,5139,6210,6228,7031,6260,6476,6487,13439,19490,29645,24923,9351
CA-47,CA,47,295756,155989,122746,308515,167805,134821,383910,219008,157105,357754,190234,154166,238792,21860,137878,13660,4246,760065,353573,607214,299582,101553,16291,182129,10102,2966,82747,94409,100464,105260,99260,103492,81364,55067,29840,39331,183029,17194,57655,88601,26984,25561,86272,29035,6418,23801,37661,4966,5983,5499,6254,5739,5094,5723,11452,18010,26630,77271,14016
CA-48,CA,48,261942,122931,123869,267893,133722,128944,341175,179202,154412,328054,165384,154132,74155,44321,304909,31929,7238,760066,325779,580265,274728,208488,30504,54558,23016,5084,96235,102431,94324,105595,95330,93359,83895,55252,31698,46280,99969,6258,113870,40104,71589,9619,125871,27060,6850,20580,27265,7304,8622,8950,7475,7213,8089,8398,16206,22860,32189,34704,12643
CA-49,CA,49,322115,166708,136094,334172,179136,148315,406458,229526,167891,388330,211925,164898,121957,26638,164145,18805,7387,760067,434796,591574,356610,116236,19096,88280,13692,5173,90812,104284,96049,95781,98165,98919,82302,51014,26407,36977,154628,19992,62295,73896,34648,22522,92102,25092,4456,20221,34080,4120,5327,6081,5939,5428,5590,5672,11534,16399,25001,75272,8101
CA-50,CA,50,327981,177367,129599,330968,186481,137181,404074,239765,154464,371751,214074,146224,154045,32977,140896,18609,6928,760066,417088,627559,360378,104836,25286,123448,13949,5200,75868,77184,126234,122745,91279,90556,81408,55112,29385,42351,168703,20227,71331,80008,35008,22023,99901,30994,6412,26491,38194,5861,6270,6973,6143,5620,6972,6554,14101,21305,32354,63389,12027
